[2018-03-13 12:47:01] Application > ERROR : Uncaught ArgumentCountError: Too few arguments to function Service\Coms\Book\Bookmanage::test(), 1 passed and exactly 2 expected in /home/wwwroot/swoolefy/Service/Coms/Book/Bookmanage.php:11 Stack trace: #0 [internal function]: Service\Coms\Book\Bookmanage->test(Array) #1 /home/wwwroot/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(64): Swoolefy\Rpc\RpcDispatch->dispatch() #3 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(1, Array) #4 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(161): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #5 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xBAbingcool\x00\x00\x00...') #6 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(237): swoole_server->start() #7 /home/wwwroot/swoolefy/score/start.php(57): Swoolefy\Tcp\TcpServer->start() #8 /home/wwwroot/swoolefy/score/start.php(147): st 
[2018-03-13 12:47:43] Application > ERROR : Uncaught ArgumentCountError: Too few arguments to function Service\Coms\Book\Bookmanage::test(), 1 passed and exactly 2 expected in /home/wwwroot/swoolefy/Service/Coms/Book/Bookmanage.php:11 Stack trace: #0 [internal function]: Service\Coms\Book\Bookmanage->test(Array) #1 /home/wwwroot/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(64): Swoolefy\Rpc\RpcDispatch->dispatch() #3 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(1, Array) #4 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(161): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #5 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xBAbingcool\x00\x00\x00...') #6 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(237): swoole_server->start() #7 /home/wwwroot/swoolefy/score/start.php(57): Swoolefy\Tcp\TcpServer->start() #8 /home/wwwroot/swoolefy/score/start.php(147): st 
[2018-03-13 12:57:06] Application > ERROR : Uncaught ArgumentCountError: Too few arguments to function Service\Coms\Book\Bookmanage::test(), 1 passed and exactly 2 expected in /home/wwwroot/swoolefy/Service/Coms/Book/Bookmanage.php:11 Stack trace: #0 [internal function]: Service\Coms\Book\Bookmanage->test(Array) #1 /home/wwwroot/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(64): Swoolefy\Rpc\RpcDispatch->dispatch() #3 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(1, Array) #4 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(161): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #5 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xBAbingcool\x00\x00\x00...') #6 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(237): swoole_server->start() #7 /home/wwwroot/swoolefy/score/start.php(57): Swoolefy\Tcp\TcpServer->start() #8 /home/wwwroot/swoolefy/score/start.php(147): st 
[2018-03-14 10:43:34] Application > ERROR : Uncaught Error: Class 'Swoolefy\Core\TcpServer' not found in /home/wwwroot/swoolefy/score/Core/SController.php:46 Stack trace: #0 /home/wwwroot/swoolefy/Service/Coms/Book/Bookmanage.php(14): Swoolefy\Core\SController->return(Array) #1 [internal function]: Service\Coms\Book\Bookmanage->test(Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #3 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(72): Swoolefy\Rpc\RpcDispatch->dispatch() #4 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(1, Array) #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(161): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #6 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xBAbingcool\x00\x00\x00...') #7 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(237): swoole_server->start() #8 /home/wwwroot/swoolefy/score/start.php(52): Swoolefy\Tcp\TcpServer->start() #9 /home/wwwroot/swool 
[2018-03-14 13:02:01] Application > ERROR : Uncaught Error: Using $this when not in object context in /home/wwwroot/swoolefy/score/Core/BaseServer.php:479 Stack trace: #0 /home/wwwroot/swoolefy/Service/Coms/Book/Bookmanage.php(13): Swoolefy\Core\BaseServer::getServiceProtocol() #1 [internal function]: Service\Coms\Book\Bookmanage->test(Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #3 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(72): Swoolefy\Rpc\RpcDispatch->dispatch() #4 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(1, Array) #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(158): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #6 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xBAbingcool\x00\x00\x00...') #7 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(234): swoole_server->start() #8 /home/wwwroot/swoolefy/score/start.php(52): Swoolefy\Tcp\TcpServer->start() #9 /home/wwwroot/sw 
[2018-03-14 13:52:07] Application > ERROR : Uncaught Error: Call to undefined method swoole_server::getSocket() in /home/wwwroot/swoolefy/score/Core/BaseServer.php:479 Stack trace: #0 /home/wwwroot/swoolefy/Service/Coms/Book/Bookmanage.php(13): Swoolefy\Core\BaseServer::getServiceProtocol() #1 [internal function]: Service\Coms\Book\Bookmanage->test(Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #3 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(72): Swoolefy\Rpc\RpcDispatch->dispatch() #4 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(1, Array) #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(158): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #6 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xBAbingcool\x00\x00\x00...') #7 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(234): swoole_server->start() #8 /home/wwwroot/swoolefy/score/start.php(52): Swoolefy\Tcp\TcpServer->start() #9 /ho 
[2018-03-14 13:52:09] Application > ERROR : Uncaught Error: Call to undefined method swoole_server::getSocket() in /home/wwwroot/swoolefy/score/Core/BaseServer.php:479 Stack trace: #0 /home/wwwroot/swoolefy/Service/Coms/Book/Bookmanage.php(13): Swoolefy\Core\BaseServer::getServiceProtocol() #1 [internal function]: Service\Coms\Book\Bookmanage->test(Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #3 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(72): Swoolefy\Rpc\RpcDispatch->dispatch() #4 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(2, Array) #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(158): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 2, 0, Array) #6 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 2, 0, '\x00\x00\x00\xBAbingcool\x00\x00\x00...') #7 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(234): swoole_server->start() #8 /home/wwwroot/swoolefy/score/start.php(52): Swoolefy\Tcp\TcpServer->start() #9 /ho 
[2018-03-17 17:43:11] Application > ERROR : Uncaught Error: Class name must be a valid object or a string in /home/wwwroot/swoolefy/score/Core/Swoole.php:58 Stack trace: #0 /home/wwwroot/swoolefy/score/Core/Swoole.php(71): Swoolefy\Core\Swoole->_bootstrap(Array) #1 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(47): Swoolefy\Core\Swoole->run(1, Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(1, Array) #3 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(158): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #4 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xC1bingcool\x00\x00\x00...') #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(233): swoole_server->start() #6 /home/wwwroot/swoolefy/score/start.php(59): Swoolefy\Tcp\TcpServer->start() #7 /home/wwwroot/swoolefy/score/start.php(155): startServer('rpc') #8 /home/wwwroot/swoolefy/score/start.php(173): commandHandler() #9 {main}   thrown 
[2018-03-17 17:43:12] Application > ERROR : Uncaught Error: Class name must be a valid object or a string in /home/wwwroot/swoolefy/score/Core/Swoole.php:58 Stack trace: #0 /home/wwwroot/swoolefy/score/Core/Swoole.php(71): Swoolefy\Core\Swoole->_bootstrap(Array) #1 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(47): Swoolefy\Core\Swoole->run(2, Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(2, Array) #3 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(158): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 2, 0, Array) #4 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 2, 0, '\x00\x00\x00\xC0bingcool\x00\x00\x00...') #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(233): swoole_server->start() #6 /home/wwwroot/swoolefy/score/start.php(59): Swoolefy\Tcp\TcpServer->start() #7 /home/wwwroot/swoolefy/score/start.php(155): startServer('rpc') #8 /home/wwwroot/swoolefy/score/start.php(173): commandHandler() #9 {main}   thrown 
[2018-03-17 17:43:14] Application > ERROR : Uncaught Error: Class name must be a valid object or a string in /home/wwwroot/swoolefy/score/Core/Swoole.php:58 Stack trace: #0 /home/wwwroot/swoolefy/score/Core/Swoole.php(71): Swoolefy\Core\Swoole->_bootstrap(Array) #1 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(47): Swoolefy\Core\Swoole->run(3, Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(3, Array) #3 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(158): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 3, 0, Array) #4 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 3, 0, '\x00\x00\x00\xC0bingcool\x00\x00\x00...') #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(233): swoole_server->start() #6 /home/wwwroot/swoolefy/score/start.php(59): Swoolefy\Tcp\TcpServer->start() #7 /home/wwwroot/swoolefy/score/start.php(155): startServer('rpc') #8 /home/wwwroot/swoolefy/score/start.php(173): commandHandler() #9 {main}   thrown 
[2018-03-17 17:43:18] Application > ERROR : Uncaught Error: Class name must be a valid object or a string in /home/wwwroot/swoolefy/score/Core/Swoole.php:58 Stack trace: #0 /home/wwwroot/swoolefy/score/Core/Swoole.php(71): Swoolefy\Core\Swoole->_bootstrap(Array) #1 /home/wwwroot/swoolefy/score/Rpc/RpcHander.php(47): Swoolefy\Core\Swoole->run(4, Array) #2 /home/wwwroot/swoolefy/score/Rpc/RpcServer.php(54): Swoolefy\Rpc\RpcHander->run(4, Array) #3 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(158): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 4, 0, Array) #4 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 4, 0, '\x00\x00\x00\xC1bingcool\x00\x00\x00...') #5 /home/wwwroot/swoolefy/score/Tcp/TcpServer.php(233): swoole_server->start() #6 /home/wwwroot/swoolefy/score/start.php(59): Swoolefy\Tcp\TcpServer->start() #7 /home/wwwroot/swoolefy/score/start.php(155): startServer('rpc') #8 /home/wwwroot/swoolefy/score/start.php(173): commandHandler() #9 {main}   thrown 
[2018-03-23 09:59:10] Application > ERROR : Uncaught Error: Call to a member function header() on boolean in /home/www/swoolefy/score/Core/Func/function.php:42 Stack trace: #0 /home/www/swoolefy/Service/Coms/Book/BookmanageService.php(13): dump('tcp') #1 [internal function]: Service\Coms\Book\BookmanageService->test(Array) #2 /home/www/swoolefy/score/Rpc/RpcDispatch.php(52): call_user_func_array(Array, Array) #3 /home/www/swoolefy/score/Rpc/RpcHander.php(72): Swoolefy\Rpc\RpcDispatch->dispatch() #4 /home/www/swoolefy/score/Rpc/RpcServer.php(51): Swoolefy\Rpc\RpcHander->run(1, Array) #5 /home/www/swoolefy/score/Tcp/TcpServer.php(160): Swoolefy\Rpc\RpcServer->onReceive(Object(swoole_server), 1, 0, Array) #6 [internal function]: Swoolefy\Tcp\TcpServer->Swoolefy\Tcp\{closure}(Object(swoole_server), 1, 0, '\x00\x00\x00\xC1bingcool\x00\x00\x00...') #7 /home/www/swoolefy/score/Tcp/TcpServer.php(235): swoole_server->start() #8 /home/www/swoolefy/start.php(78): Swoolefy\Tcp\TcpServer->start() #9 /home/www/swoolefy/start.php(232): startServer('rpc') #10 /home/ww 
[2018-04-04 14:26:00] Application > ERROR : Uncaught Error: Class 'Service\Coms\Udp\TaskManager' not found in /home/www/swoolefy/Service/Coms/Udp/LogService.php:16 Stack trace: #0 /home/www/swoolefy/score/Rpc/RpcDispatch.php(55): Service\Coms\Udp\LogService->saveLog(Array) #1 /home/www/swoolefy/score/Udp/UdpHander.php(68): Swoolefy\Rpc\RpcDispatch->dispatch() #2 /home/www/swoolefy/score/Udp/UdpEventServer.php(34): Swoolefy\Udp\UdpHander->run(Array, Array) #3 /home/www/swoolefy/score/Udp/UdpServer.php(118): Swoolefy\Udp\UdpEventServer->onPack(Object(swoole_server), '["Service\\/Coms...', Array) #4 [internal function]: Swoolefy\Udp\UdpServer->Swoolefy\Udp\{closure}(Object(swoole_server), '["Service\\/Coms...', Array) #5 /home/www/swoolefy/score/Udp/UdpServer.php(178): swoole_server->start() #6 /home/www/swoolefy/swoolefy(100): Swoolefy\Udp\UdpServer->start() #7 /home/www/swoolefy/swoolefy(242): startServer('udp') #8 /home/www/swoolefy/swoolefy(260): commandHandler() #9 {main}   thrown 
[2018-04-04 14:26:54] Application > ERROR : Uncaught ArgumentCountError: Too few arguments to function App\Task\AsyncTask::asyncTaskTest(), 1 passed in /home/www/swoolefy/score/Rpc/RpcDispatch.php on line 55 and exactly 2 expected in /home/www/swoolefy/App/Task/AsyncTask.php:19 Stack trace: #0 /home/www/swoolefy/score/Rpc/RpcDispatch.php(55): App\Task\AsyncTask->asyncTaskTest(Array) #1 /home/www/swoolefy/score/Udp/UdpHander.php(68): Swoolefy\Rpc\RpcDispatch->dispatch() #2 /home/www/swoolefy/score/Udp/UdpEventServer.php(47): Swoolefy\Udp\UdpHander->run(Array, Array) #3 /home/www/swoolefy/score/Udp/UdpServer.php(132): Swoolefy\Udp\UdpEventServer->onTask(Object(swoole_server), 0, 0, Array) #4 [internal function]: Swoolefy\Udp\UdpServer->Swoolefy\Udp\{closure}(Object(swoole_server), 0, 0, '\xE8\x03\xE8\x02\xC8\x12App\\Task\\...') #5 /home/www/swoolefy/score/Udp/UdpServer.php(178): swoole_server->start() #6 /home/www/swoolefy/swoolefy(100): Swoolefy\Udp\UdpServer->start() #7 /home/www/swoolefy/swoolefy(242): startServer('udp') #8 /home/www/swoolefy/swoolefy 
